12.46666667,44.57916667,64.61666667,-2.283333333,110.0333333
12.125,5.383333333,68.49166667,-2.733333333,123.1833333
12.78333333,6.266666667,61.69166667,-3.016666667,103.2916667
13.18333333,6.708333333,57.70833333,-1.933333333,117.3333333
14.025,7.091666667,46.26666667,-2.108333333,128.2166667
13.89166667,7.083333333,60.7,-2.233333333,124.5
12.96666667,6.641666667,56.44166667,-1.958333333,107.5
13.20833333,6.783333333,51.99166667,-1.475,111.025
12.825,6.75,72.9,-1.825,104.2833333
12.81666667,6.066666667,65.55,-1.9,108.2666667
13.85,5.875,59.26666667,-3.2,134.15
12.56666667,5.308333333,65.60833333,-3.008333333,113.1833333
13.60833333,6.1,60.49166667,-2.3,114.8
13.5,6.216666667,69.36666667,-2.033333333,113.475
13.475,6.175,59.55833333,-1.625,117.7
13.05,5.6,70.28333333,-4.125,124.5
13.18333333,5.416666667,52.38333333,-4.275,128.0666667
13.53333333,6.258333333,91.3,-3.7,110.575
13.75,5.9,54.44166667,-4.575,134.5666667
13.58333333,6.058333333,58.55,-2.891666667,130.1083333
13.55833333,6.416666667,56.925,-3.05,114.5833333
13.98333333,6.358333333,61.66666667,-4.691666667,137.2833333
13.825,6.275,63.41666667,-3.141666667,129.8666667
13.1,5.7,78.55,-2.708333333,125.95
13.125,5.75,76.48333333,-3.075,129.9666667
12.26666667,4.133333333,55.95,-5.009090909,143.1416667
13.725,5.864102564,55.98076923,-3.546853147,130.3647436
12.88333333,5.674161736,69.65236686,-4.334373319,121.5511341
13.09166667,5.613397057,60.9203045,-3.725721025,123.3423949
13.75833333,6.016666667,77.26666667,-3.633333333,130.3583333
